id,name
2400129,死神スペクター
2400130,戦士スペクター
2400200,イモムー
2400201,テントン
2400202,チュズメ
2400203,風船ネズミ
2400204,赤い毒カエル
2400205,青い毒カエル
2400206,不良ヒヨコ
2400207,非行ヒヨコ
2400208,たてがみハイエナ
2400209,八重歯ハイエナ
2400250,猛毒ガエル
2400251,コナチョウ
2400252,ボンボンツリー
2400253,イバラ
2400254,ぷくぷくリス
2400255,ぷんぷんリス
2400256,白いエナガ
2400257,変形エナガ
2400258,雲の守護霊
2400259,空の守護霊
2400260,白いエナガ
2400261,変形エナガ
2400262,雲の守護霊
2400263,空の守護霊
2400265,風の守護霊
2400300,トゲネズミ
2400301,変種トゲネズミ
2400302,ヌートリア
2400303,闇市のごろつき
2400304,液体廃棄物
2400305,燃える廃棄物
2400306,古鉄廃棄物
2400307,スペクタードッグ
2400308,変種ヌートリア
2400309,ゴミ捨て場のごろつき
2400310,変種スペクタードッグ
2400311,Mr.ハザードの部下 B
2400312,Mr.ハザードの部下 C
2400313,ガシャガシャゴミ
2400314,グシャグシャゴミ
2400315,ごろつき
2400316,闇市のごろつき
2400317,Mr.ハザードの部下 A
2400318,Mr.ハザードの部下 B
2400319,Mr.ハザードの部下 C
2400320,Mr.ハザードの部下 C
2400321,スペクタードッグ
2400322,弱った魔法使いスペクター
2400323,弱った戦士スペクター
2400324,弱った死神スペクター
2400325,Mr.ハザード
2400326,ガシャガシャゴミ
2400327,グシャグシャゴミ
2400330,危険なトゲネズミ
2400331,危険な液体廃棄物
2400332,危険な闇市のごろつき
2400333,危険なヌートリア
2400334,危険なMr.ハザードの部下
2400335,危険なスペクタードッグ
2400336,風船グルーガー
2400337,弓使いグルーガー
2400338,怒れるグルーガー
2400340,ラグジュアリー観光の社員
2400341,危険なゴミ捨て場のごろつき
2400342,危険なMr.ハザードの部下
2400343,怒れるグルーガー
2400344,風船グルーガー
2400345,弓使いグルーガー
2400350,砂漠カタツムリ
2400351,狂暴な砂漠カタツムリ
2400352,砂虫
2400353,クリスタル砂虫
2400354,クリスタルヤドカリ
2400355,爆発ヤドカリ
2400356,突風キツネ
2400357,狂暴な突風キツネ
2400358,砂兜
2400359,砂鎧
2400360,魔法使いスペクター
2400361,戦士スペクター
2400362,死神スペクター
2400363,魔法兵士A
2400364,魔法兵士B
2400370,魔法使いスペクター
2400371,戦士スペクター
2400372,魔法使いスペクター
2400373,戦士スペクター
2400374,死神スペクター
2400375,魔法兵士A
2400376,魔法兵士B
2400377,アルベール
2400378,深淵の自我
2400379,アルベール
2400400,グリーングロシュラー
2400401,パープルエマシー
2400402,ファイアパイロープ
2400403,ダークオブシディアン
2400404,シャイニングゴールド
2400405,シャイニング蔦ゴールド
2400406,ブルーラリマ
2400407,練習ロボット
2400408,移動型練習ロボット
2400409,汚染された練習ロボット
2400410,移動型練習ロボット - 強化
2400411,戦士スペクター
2400412,魔法使いスペクター
2400413,変種トゲネズミ
2400414,死神スペクター
2400415,アシェロムのクリスタル
2400416,アシェロムのクリスタル
2400417,アシェロムのクリスタル
2400418,変種トゲネズミ
2400419,ごろつき
2400420,汚染された練習ロボット
2400421,汚染された練習ロボット - 強化
2400500,みすぼらしいガマ
2400501,みすぼらしいトカゲ
2400502,みすぼらしいコバエ
2400503,みすぼらしいコバエ
2400550,怪物ドラセナ
2400551,甘酒の壺
2400552,割れた甘酒の壺
2400553,水瓶じじい
2400554,ころひょうたん
2400555,ぐらぐら瓜
2400556,どぶずみ
2400557,怒ったどぶずみ
2400558,イケメン法師
2400559,ネズミ怪物
2400560,どぶずみ
2400561,怒ったどぶずみ
2400562,どぶずみ
2400563,怒ったどぶずみ
2400564,怒ったどぶずみ
2400570,モルキング
2400571,ダイル
2400572,ゾンビママシュ
2400573,デウ
2400574,スノウマン
2400575,レヴィアタン
2400576,元老グレイ
2400577,カエル怪物
2400600,路地裏の猫
2400601,広場の植木鉢
2400602,新聞スタンド
2400603,燃え続ける松明
2400604,伯爵家の魔法兵
2400605,伯爵家の剣兵
2400610,地下室のコウモリ
2400611,伯爵家の魔法兵
2400612,伯爵家の剣兵
2400613,伯爵家の魔法兵
2400614,伯爵家の剣兵
2400615,シモン
2400616,また別のアデル
2400617,また別のアデル
2400618,燃え続ける松明
2400620,伯爵家の使用人
2400621,伯爵家の使用人
2500000,스켈레톤 밀리샤
2500001,스켈레톤 밀리샤
2500002,스켈레톤 밀리샤
2500003,스켈레톤 밀리샤
2500010,엘리트 스켈레톤 밀리샤
2500011,엘리트 스켈레톤 밀리샤
2500012,엘리트 스켈레톤 밀리샤
2500013,엘리트 스켈레톤 밀리샤
2500020,인퍼널 스켈레톤 밀리샤
2500021,인퍼널 스켈레톤 밀리샤
2500022,인퍼널 스켈레톤 밀리샤
2500023,인퍼널 스켈레톤 밀리샤
2500030,스켈레톤 밀리샤
2500031,스켈레톤 밀리샤
2500032,스켈레톤 밀리샤
2500033,스켈레톤 밀리샤
2500040,엘리트 스켈레톤 밀리샤
2500041,엘리트 스켈레톤 밀리샤
2500042,엘리트 스켈레톤 밀리샤
2500043,엘리트 스켈레톤 밀리샤
2500050,인퍼널 스켈레톤 밀리샤
2500051,인퍼널 스켈레톤 밀리샤
2500052,인퍼널 스켈레톤 밀리샤
2500053,인퍼널 스켈레톤 밀리샤
2500100,精鋭スケルトンナイト
2500101,精鋭スケルトンナイト
2500102,精鋭スケルトンナイト
2500103,精鋭スケルトンナイト
2500110,엘리트 스켈레톤 스피어나이트
2500111,엘리트 스켈레톤 스피어나이트
2500112,엘리트 스켈레톤 스피어나이트
2500113,엘리트 스켈레톤 스피어나이트
2500120,인퍼널 스켈레톤 스피어나이트
2500121,인퍼널 스켈레톤 스피어나이트
2500122,인퍼널 스켈레톤 스피어나이트
2500123,인퍼널 스켈레톤 스피어나이트
2500130,精鋭スケルトンナイト
2500131,精鋭スケルトンナイト
2500132,精鋭スケルトンナイト
2500133,精鋭スケルトンナイト
2500140,엘리트 스켈레톤 스피어나이트
2500141,엘리트 스켈레톤 스피어나이트
2500142,엘리트 스켈레톤 스피어나이트
2500143,엘리트 스켈레톤 스피어나이트
2500150,인퍼널 스켈레톤 스피어나이트
2500151,인퍼널 스켈레톤 스피어나이트
2500152,인퍼널 스켈레톤 스피어나이트
2500153,인퍼널 스켈레톤 스피어나이트
2500200,ブラッドトゥース
2500201,ブラッドトゥース
2500202,ブラッドトゥース
2500203,ブラッドトゥース
2500210,ブラッドトゥース
2500211,ブラッドトゥース
2500212,ブラッドトゥース
2500213,ブラッドトゥース
2500220,エリートブラッドトゥース
2500221,エリートブラッドトゥース
2500222,エリートブラッドトゥース
2500223,エリートブラッドトゥース
2500230,エリートブラッドトゥース
2500231,エリートブラッドトゥース
2500232,エリートブラッドトゥース
2500233,エリートブラッドトゥース
2500240,인퍼널 블러드투스
2500241,인퍼널 블러드투스
2500242,인퍼널 블러드투스
2500243,인퍼널 블러드투스
2500250,인퍼널 블러드투스
2500251,인퍼널 블러드투스
2500252,인퍼널 블러드투스
2500253,인퍼널 블러드투스
2500300,아울 타워
2500301,아울 타워
2500302,아울 타워
2500303,아울 타워
2500310,데들리 아울 타워
2500311,데들리 아울 타워
2500312,데들리 아울 타워
2500313,데들리 아울 타워
2500320,인퍼널 아울 타워
2500321,인퍼널 아울 타워
2500322,인퍼널 아울 타워
2500323,인퍼널 아울 타워
2500330,아울 타워
2500331,아울 타워
2500332,아울 타워
2500333,아울 타워
2500340,인퍼널 아울 타워
2500341,인퍼널 아울 타워
2500342,인퍼널 아울 타워
2500343,인퍼널 아울 타워
2500350,데들리 아울 타워
2500351,데들리 아울 타워
2500352,데들리 아울 타워
2500353,데들리 아울 타워
2500360,데들리 아울 타워
2500361,데들리 아울 타워
2500362,데들리 아울 타워
2500363,데들리 아울 타워
2500370,데들리 아울 타워
2500371,데들리 아울 타워
2500372,데들리 아울 타워
2500373,데들리 아울 타워
2500400,가디언 타워
2500401,가디언 타워
2500402,가디언 타워
2500403,가디언 타워
2500410,가디언 타워
2500411,가디언 타워
2500412,가디언 타워
2500413,가디언 타워
2500420,데들리 가디언 타워
2500421,데들리 가디언 타워
2500422,데들리 가디언 타워
2500423,데들리 가디언 타워
2500430,인퍼널 가디언 타워
2500431,인퍼널 가디언 타워
2500432,인퍼널 가디언 타워
2500433,인퍼널 가디언 타워
2500440,가디언 타워
2500441,가디언 타워
2500442,가디언 타워
2500443,가디언 타워
2500450,가디언 타워
2500451,가디언 타워
2500452,가디언 타워
2500453,가디언 타워
2500460,가디언 타워
2500461,가디언 타워
2500462,가디언 타워
2500463,가디언 타워
2500470,가디언 타워
2500471,가디언 타워
2500472,가디언 타워
2500473,가디언 타워
2500500,데들리 알타
2500501,데들리 알타
2500502,데들리 알타
2500503,데들리 알타
2500510,인퍼널 알타
2500511,인퍼널 알타
2500512,인퍼널 알타
2500513,인퍼널 알타
2500520,데들리 알타
2500521,데들리 알타
2500522,데들리 알타
2500523,데들리 알타
2500530,데들리 알타
2500531,데들리 알타
2500532,데들리 알타
2500533,데들리 알타
2500600,디스트로이어
2500601,디스트로이어
2500602,디스트로이어
2500603,디스트로이어
2500610,데들리 디스트로이어
2500611,데들리 디스트로이어
2500612,데들리 디스트로이어
2500613,데들리 디스트로이어
2500620,인퍼널 디스트로이어
2500621,인퍼널 디스트로이어
2500622,인퍼널 디스트로이어
2500623,인퍼널 디스트로이어
2500630,인퍼널 디스트로이어
2500631,인퍼널 디스트로이어
2500632,인퍼널 디스트로이어
2500633,인퍼널 디스트로이어
2500640,데들리 디스트로이어
2500641,데들리 디스트로이어
2500642,데들리 디스트로이어
2500643,데들리 디스트로이어
2500650,디스트로이어
2500651,디스트로이어
2500652,디스트로이어
2500653,디스트로이어
2500700,인퍼널 아이언하티드
2500701,인퍼널 아이언하티드
2500702,인퍼널 아이언하티드
2500703,인퍼널 아이언하티드
2500710,인퍼널 아이언하티드
2500711,인퍼널 아이언하티드
2500712,인퍼널 아이언하티드
2500713,인퍼널 아이언하티드
2500800,블러드투스
2500801,블러드투스
2500802,블러드투스
2500803,블러드투스
2500810,엘리트 블러드투스
2500811,엘리트 블러드투스
2500812,엘리트 블러드투스
2500813,엘리트 블러드투스
2500820,인퍼널 블러드투스
2500821,인퍼널 블러드투스
2500822,인퍼널 블러드투스
2500823,인퍼널 블러드투스
2500830,블러드투스
2500831,블러드투스
2500832,블러드투스
2500833,블러드투스
2500840,블러드투스
2500841,블러드투스
2500842,블러드투스
2500843,블러드투스
2500850,인퍼널 블러드투스
2500851,인퍼널 블러드투스
2500852,인퍼널 블러드투스
2500853,인퍼널 블러드투스
2500900,제네시스 오브 알타
2500901,제네시스 오브 알타
2500902,제네시스 오브 알타
2500903,제네시스 오브 알타
2500904,제네시스 오브 알타
2500905,제네시스 오브 알타
2500906,제네시스 오브 알타
2501000,힐링 오브 알타
2501001,힐링 오브 알타
2501002,힐링 오브 알타
2501003,힐링 오브 알타
2501010,힐링 오브 알타
2501011,힐링 오브 알타
2501012,힐링 오브 알타
2501013,힐링 오브 알타
2510000,시그너스 하스타티
2510001,시그너스 하스타티
2510002,시그너스 하스타티
2510003,시그너스 하스타티
2510010,엘리트 시그너스 하스타티
2510011,엘리트 시그너스 하스타티
2510012,엘리트 시그너스 하스타티
2510013,엘리트 시그너스 하스타티
2510020,엘리트 시그너스 하스타티
2510021,엘리트 시그너스 하스타티
2510022,엘리트 시그너스 하스타티
2510023,엘리트 시그너스 하스타티
2510030,엘리트 시그너스 하스타티
2510031,엘리트 시그너스 하스타티
2510032,엘리트 시그너스 하스타티
2510033,엘리트 시그너스 하스타티
2510100,시그너스 센츄리온
2510101,시그너스 센츄리온
2510102,시그너스 센츄리온
2510103,시그너스 센츄리온
2510110,엘리트 시그너스 센츄리온
2510111,엘리트 시그너스 센츄리온
2510112,엘리트 시그너스 센츄리온
2510113,엘리트 시그너스 센츄리온
2510120,엘리트 시그너스 센츄리온
2510121,엘리트 시그너스 센츄리온
2510122,엘리트 시그너스 센츄리온
2510123,엘리트 시그너스 센츄리온
2510130,엘리트 시그너스 센츄리온
2510131,엘리트 시그너스 센츄리온
2510132,엘리트 시그너스 센츄리온
2510133,엘리트 시그너스 센츄리온
2510200,시그너스 가드스톤
2510201,시그너스 가드스톤
2510202,시그너스 가드스톤
2510203,시그너스 가드스톤
2510210,시그너스 가드스톤
2510211,시그너스 가드스톤
2510212,시그너스 가드스톤
2510213,시그너스 가드스톤
2600000,ビートル
2600001,アーマードビートル
2600002,悪鬼
2600003,モココ
2600004,ダークモココ
2600005,ホブ
2600006,グレートホブ
2600007,グリフォン
2600008,ハーピー
2600009,ブラッドハーピー
2600010,闇のケンタウロス
2600011,バーンケンタウロス
2600012,フリーズケンタウロス
2600013,バク
2600014,ホーンバク
2600015,ケンタウルスキング
2600016,ブルージャイアントタートル
2600017,レッドジャイアントタートル
2600018,シングルプテラス
2600019,トリプルプテラス
2600020,ノーブルドラゴン
2600021,ノーブルドランゴーレム
2600022,レッドドラゴン
2600023,レッドワイバーン
2600024,ブルーワイバーン
2600025,ダークワイバーン
2600026,グリーンリザードマン
2600027,ダークリザードマン
2600028,スケルゴサウルス
2600029,マスタースケルゴサウルス
2600030,レヴィアタン
2600100,スナウサギ(♀)
2600101,スナウサギ(♂)
2600102,ジュニアカツス
2600103,カツス
2600104,ローヤルカツス
2600105,デウ
2600106,ベラモア
2600107,プリルド
2600108,マフラープリルド
2600109,ミヨキャッツ
2600110,スナモグラ
2600111,泥棒からす
2600112,スコルピオン
2600113,サンドドワーフ
2600114,キヨ
2600115,レッドサンドドワーフ
2600116,侵入者
2600117,サンドギーガ
2600118,ピラミッドマミードック
2600119,ピラミッドスケルトン
2600120,ミイラ
2600121,アヌビス
2600122,ホルス
2600123,神官ミイラ
2600124,巨大スコルピオン
2600125,ガーディアンタワー
2600200,緑キノコ
2600201,やさぐれた緑キノコ
2600202,メイプルキノコ
2600203,ツノキノコ
2600204,青キノコ
2600205,泣き虫青キノコ
2600206,ゾンビきのこ
2600207,腹を立てるゾンビきのこ
2600208,ママシュ
2600209,ゴーレム
2600210,Ｄ.ゴーレム
2600211,ジョイントゴーレム
2600212,アイスジョイントゴーレム
2600213,ファイアジョイントゴーレム
2600214,メタルゴーレム
2600215,椰子の木スライム
2600216,シェルスライム(紫)
2600217,浮き輪スライム(青)
2600218,エビスライム
2600219,トビウオスライム
2600220,ヒトデタコスライム
2600221,サザエタコスライム
2600222,キャプテンブラックスライム
2600223,カッパードレイク
2600224,ドレイク
2600225,レッドドレイク
2600226,ワイルドカーゴ
2600227,アイスドレイク
2600228,ダークドレイク
2600229,タウロマシス
2600230,タウロスピア
2600231,ジュニアバルログ
2600300,訓練用藁かかし
2600301,訓練用木かかし
2600302,ヒキュー
2600303,猫仙人
2600304,仙人人形
2600305,神仙妖怪
2600306,クルリス
2600307,ハリモグラー
2600308,ダークモグラー
2600309,青花蛇
2600310,赤花蛇
2600311,大王ムカデ
2600312,ムサベツベア
2600313,天鹿
2600314,モモサル
2600315,武道家パンダ
2600316,タイルン
2600317,ルツボ
2600318,人参ルツボ
2600319,キキョウ
2600320,キキョウ仙人
2600321,巨大キキョウ
2600322,クロコファミリー
2600323,クルー
2600324,キャプテン
2600325,ゴールドキャプテン
2600326,デイビーゾーン
2600400,見回りロボット
2600401,水泥棒
2600402,ダストボックス
2600403,街灯
2600404,見回りロボットS
2600405,警備ロボットE
2600406,ゴミ箱
2600407,おかしな道標
2600408,大蛇
2600409,安全第一
2600410,子供岩ガリガリ
2600411,大きな岩ガリガリ
2600412,巨大岩顔
2600413,ラキー
2600414,ビッグスパイダー
2600415,カートベア
2600416,ラクン
2600417,ラカン
2600418,鉱石イーター
2600419,巨大ルーモンスター
2600420,警備ロボットL
2600421,防御システム
2600422,強化された防御システム
2600423,AF型アンドロイド
2600424,故障したDF型アンドロイド
2600425,毒ガス製造機
2600500,キューブスライム
2600501,メグラン
2600502,ルモ
2600503,トリプルルモ
2600504,ルルモ
2600505,アイアンミュテ
2600506,強化されたアイアンミュテ
2600507,ミスリルミュテ
2600508,強化されたミスリルミュテ
2600509,自動警備システム
2600510,ホムン
2600511,ホムンクルー
2600512,ホムンスキュラ
2600513,サイティ
2600514,キメラ
2600515,ロイド
2600516,ネオヒュロイド
2600517,D.ロイド
2600518,ディトとロイ
2600600,チャックマ
2600601,ピンクックマ
2600602,クロワーパンダ
2600603,ダックファミリー
2600604,次元のオモチャ木馬
2600605,アルファロボ
2600606,ベータロボ
2600607,タルガ
2600608,ミニチクタク
2600609,チクタク
2600610,クロノス
2600611,プラトンクロノス
2600612,マスタークロノス
2600613,タイマー
2600614,デスマリオネット
2600615,マスターデスマリオネット
2600616,ソウルベア
2600617,マスターソウルベア
2600618,パープン
2600619,ホットパープン
2600620,バーフィー
2600621,レージバーフィー
2600622,モーメガバン
2600623,パイレーツ
2600624,ブレイブパイレーツ
2600625,イービルクロック
2600626,ダークイービルクロック
2600627,バイキング
2600628,マジェスティックバイキング
2600629,ファントムウォッチ
2600630,G. ファントムウォッチ
2600631,ビシャスプラント
2600632,ビシャスプラント
2600633,ビシャスプラント
2600634,ビシャスプラント
2600700,時間の目
2600701,思い出の司祭
2600702,思い出の神官
2600703,思い出の守護兵
2600704,思い出の守護隊長
2600705,ドド
2600706,後悔の司祭
2600707,後悔の神官
2600708,後悔の守護兵
2600709,後悔の守護隊長
2600710,リーリノフ
2600711,忘却の司祭
2600712,忘却の神官
2600713,忘却の守護兵
2600714,忘却の守護隊長
2600715,ライカ
2600800,軍団長ウィル
2600801,恐怖のトゲ
2600900,凍りついた恐怖
2600901,凍りついた憤怒
2600902,凍りついた不安
2600903,凍りついた虚無
2600904,凍りついた孤独
2600905,凍りついた恐怖
2600906,凍りついた憤怒
2600907,凍りついた不安
2600908,凍りついた虚無
2600909,凍りついた孤独
2600910,ジャイアントダークソウル
2600911,ジャイアントダークソウル
2700000,バンソウモン
2700001,オンケモン
2700002,エノモン
2700003,セッコーモン
2700004,フラモン
2700005,ランプモン
2700006,ハプモン
2700007,ドラモン
2700008,ツクモン
2700009,ロカモン
2700010,化学の国
2700011,ロックマニアA
2700012,ロックマニアB
2700020,ダスト
2700021,シューティングダスト
2700022,フライングダスト
2700023,ローリングダスト
2700024,ポイズンダスト
2700025,ハロウダスト
2700026,ハロウダスト
2700027,空き瓶
2700028,空き缶
2700029,マグナス
2700030,空き瓶
2700031,空き缶
2700100,謎のレディ
2700101,バンゴフン
2700102,チェ博士
2700103,Cドラゴン
2700104,ウンギ
2700110,殴り合いのトラブルメイカー
2700111,欲張りなトラブルメイカー
2700112,片思いのトラブルメイカー
2700113,ぼっちのトラブルメイカー
2700114,二重人格のトラブルメイカー
2700115,イカのトラブルメイカー
2700116,プライドのトラブルメイカー
2700200,パクログ
2700201,パクログ
2700202,パクログ
2700203,パクログ
2700204,パクログ
2700300,トレーニングロボットB
2700301,キングオーメン
2700302,トレーニングロボットＡ
2700303,シューティングダスト
2700304,フライングダスト
2700305,ローリングダスト
2700306,殴り合いのトラブルメイカー
2700307,片思いのトラブルメイカー
2700308,二重人格のトラブルメイカー
2700309,トレーニングロボットＣ
2700310,スズメ
2700311,ルーパン
2700312,メロディ
2700313,オーメン
2700314,マスターオーメン
2700315,変形オーメン
2700316,変形マスターオーメン
3000000,ストーンボール
3000001,フェアリー
3000002,フェアリー
3000003,フェアリー
3000004,フェアリー
3000005,チャックマ
3000006,シュリンプ
3000007,ロイヤルフェアリー
3100101,サンドドワーフ
3100102,キヨ
3110100,アリゲイター
3110101,ピンクックマ
3110102,ホワイトチュー
3110300,キューブスライム
3110301,レッドサンドドワーフ
3110302,ルモ
3110303,トリプルルモ
3150000,安全第一
3150001,子供岩ガリガリ
3150002,大きな岩ガリガリ
3210100,ファイアボア
3210200,ジュニアセリオン
3210201,ジュニアライオナ
3210202,ジュニアグリュピン
3210203,クロワーパンダ
3210204,ドキパム
3210205,ブラックチュー
3210206,マングスター
3210207,ミニチクタク
3210208,スクラット
3210450,スキューバペペ
3210800,ルーパン
3220000,スタンピ
3220001,デウ
3230100,カズアイ
3230101,ジュニアレイス
3230102,ロラン
3230103,クラウンパス
3230104,マスクフィッシュ
3230200,スターフィクシ
3230300,Jr.ブギ
3230301,Jr.ブギ
3230302,ブロックパス
3230303,ピンクユンカー
3230304,スカイユンカー
3230305,イリオス
3230306,クロノス
3230307,チョプター
3230308,チョピター
3230400,ビートラビット
3230405,ジュニアシール
3300000,威勢のいいスポア
3300001,毒キノコ
3300002,中毒ピグ
3300003,かぶとペペ
3300004,親衛隊ペペ
3300005,ダークイェティとペペキング
3300006,ゴールドイェティとペペキング
3300007,イェティとペペキング
3300008,大臣キノコ
3300100,キノコシャンデリア
3300101,キノコ鎧
3300102,気だるいバイキング
3300103,疲れたバイキング
3300104,ふっくらバイキング
3300105,ゆったりバイキング
3300106,実直なバイキング
3300107,真面目なバイキング
3300108,イカ奴隷看守
3300109,バイキング軍団
3300110,黒いバイキング
3300111,バイキング軍団
3300112,城門
3400000,バブルティー(チェリー)
3400001,バブルティー(マンゴ)
3400002,バブルティー(メロン)
3400003,イェティぬいぐるみクレーン機
3400004,イェティぬいぐるみ
3400005,ジュニアぺぺクレーン機
3400006,ジュニアぺぺぬいぐるみ
3400007,変身クレーン機
3400008,変身クレーン機
3401000,椰子の木スライム
3401001,ココナッツスライム
3401002,シェルスライム(緑)
3401003,シェルスライム(紫)
3401004,カモメスライム
3401005,浮き輪スライム(赤)
3401006,浮き輪スライム(青)
3401007,エビスライム
3401008,トビウオスライム
3401009,ヒトデタコスライム
3401010,サザエタコスライム
3401011,キャプテンブラックスライム
3501000,ホタルスライム
3501001,フェアリースライム
3501002,ウォーターエレメント
3501003,ツリーエレメント
3501004,下級魔法本
3501005,上級魔法本
3501006,タマネゴラ
3501007,カブラゴラ
3501008,モルキング
3501009,ミスティックウィスプ
3501100,とんがりイバラ
3501101,森のハウリングオウル
3501102,夜のハウリングオウル
3501103,藁束
3501104,埃の塊
3501105,深い森のウィスプ
3501106,森の番人
3501107,夜の番人
3501108,青い泉の精霊
3501109,深い泉の精霊
3502000,アンモナイト化石
3502001,魚の化石
3502002,べたべたする汚染物
3502003,べたべたする廃棄物
3502004,怪しいオットセイ
3502005,怪しいアザラシ
3502006,移動式暖房機
3502007,移動式かき氷機
3502008,ゲオルク
3503000,汚染された樹液
3503001,腐敗した樹液
3503002,堕落した魔族剣兵
3503003,堕落した魔族剣兵(強化型)
3503004,堕落した魔族斧兵
3503005,堕落した魔族斧兵(強化型)
3503006,堕落した魔族盾兵
3503007,堕落した魔族盾兵(強化型)
3503008,堕落した魔族狼騎手
3503009,堕落した魔族狼騎手(強化型)
3503010,堕落した魔族イーグルライダー
3503011,堕落した魔族イーグルライダー
3503012,堕落したインプ
3503013,堕落したインプ
4090000,アイアンピグ
4110300,アイアンミュテ
4110301,強化されたアイアンミュテ
4110302,ミスリルミュテ
4130100,カッパードレイク
4130101,アムティ
4130102,ダークネペンデス
4130103,ロムバード
4130104,ダークネペンデス
4220000,セルフ
4220001,セルフ
4230100,コールドアイ
4230101,ゾンビルーパン
4230102,レイス
4230103,アイアンピグ
4230104,クラング
4230105,ネペンデス
4230106,ルナフィクシ
4230107,フライアイ
4230108,[★] ブルドック
4230109,ナイトブロック
4230110,キングブロック
4230111,アルファロボ
4230112,ベータロボ
4230113,チクタク
4230114,プラトンクロノス
4230115,マスタークロノス
4230116,グレイ
4230117,ジェットグレイ
4230118,ウルトラグレイ
4230119,ガンティアン
4230120,プラティアン
4230121,メカティアン
4230122,ネペンデス
4230123,スパーカー
4230124,プリジャー
4230125,スケルトンドック
4230126,マミードック
4230127,ガンティアン
4230128,プラティアン
4230129,グレイ
4230130,ウルトラグレイ
4230131,ニューグレイホワイト
4230132,ニューグレイブラック
4230133,メカティアン
4230134,マシーンMT-09
4230137,ドローンホワイト
